DarkDen,GARBAGE
DarkDon,GARBAGE
DarkFlight,WORD_OF_DEATH
DarkFlits,GARBAGE
DarkGiants,LEPROSY
DarkShapes,LEPROSY
DarkSin,GARBAGE
DarkSinner,DEMON
DarkTi,GARBAGE
DarkTigers,LEPROSY
Darkagons,WORD_OF_DEATH
Darkmos,DEFAULT
Darmon,DEFAULT
Darts,GARBAGE
DeadlvAnacondas,WORD_OF_DEATH
DeathFlights,LEPROSY
DeathHawks,FIGHT
DeathHk,GARBAGE
DeathStalker,LEPROSY
DeathenDragon,LEPROSY
Deathenagonsi,GARBAGE
Deathenn,DEFAULT
DeathnDrans,GARBAGE
Deild,GARBAGE
Deilord,GARBAGE
Demist,GARBAGE
Demonists,LEPROSY
Demot,GARBAGE
Den,GARBAGE
DenGuards,GARBAGE
DeniLions,GARBAGE
DenumiLion,LEPROSY
Derh,GARBAGE
Dervish,DEVIL
DestroversoftheDee,LEPROSY
Dethghts,GARBAGE
DevilLd,GARBAGE
DevilLords,WORD_OF_DEATH
DevilLrd,GARBAGE
DevilPrinces,WORD_OF_DEATH
DevilSa,DEVIL
DevilSpawn,DEVIL
Devord,WORD_OF_DEATH
DiamondGolem,LEPROSY
Dilacer,GARBAGE
Dimeon,DEMON
DireTrouet,LEPROSY
Disciples,LEPROSY
DiseasedMuck,DEATH_DRAIN
Dislars,DEFAULT
Dislc,GARBAGE
Displacers,LEPROSY
Displer,GARBAGE
Diviner,LEPROSY
DmiLion,GARBAGE
Dmoist,GARBAGE
Dnar,GARBAGE
Dnart,ELEMENTAL
Dnarts,GARBAGE
Dnnar,GARBAGE
Dnrt,GARBAGE
Doggs,DEATH_DRAIN
Dolegangers,LEPROSY
DonKing,GARBAGE
Dopplegager,GARBAGE
Dragettes,LEPROSY
DragonKings,LEPROSY
DragonPrince,LEPROSY
DragonQueens,WORD_OF_DEATH
DragonTurtle,WORD_OF_DEATH
Drakul,UNDEAD
DranLod,GARBAGE
DredanLords,LEPROSY
Dredans,LEPROSY
DrekVillain,LEPROSY
DreyDragonDreyDragon,GARBAGE
DreyDraon,GARBAGE
DreySpiders,LEPROSY
Dreygon,GARBAGE
Dreyragons,GARBAGE
DrgonKi,GARBAGE
DrkFights,GARBAGE
Drungs,LEPROSY
Drve,GARBAGE
Dryad,LEPROSY
DsDvils,GARBAGE
DtDevil,GARBAGE
Dtevils,GARBAGE
Dthenns,GARBAGE
Dts,DEFAULT
DueonHarpy,GARBAGE
Dun,GARBAGE
DunHarpies,GARBAGE
DunMist,GARBAGE
Dunenist,GARBAGE
Dunenst,GARBAGE
DuneonAnacn,DEFAULT
Dungars,GARBAGE
DungenHrpy,GARBAGE
DungeoMi,GARBAGE
DungeoPikes,LEPROSY
DungeonAnacondas,LEPROSY
DungeonBears,LEPROSY
DungeonHarpies,DEMON
DungeonHy,GARBAGE
DungeonMists,ELEMENTAL
DungeonPirate,LEPROSY
Dungeoni,GARBAGE
Dungeons,GARBAGE
Dungeonweed,LEPROSY
Dungeorpy,GARBAGE
Dungeost,DEFAULT
Dungnpies,GARBAGE
Dungonarpy,GARBAGE
Dunna,ELEMENTAL
Dunnar,GARBAGE
Dunnarts,ELEMENTAL
DunnartsDunnarts,GARBAGE
Dunnartsi,GARBAGE
Dunnartsuari,GARBAGE
Dunnrt,GARBAGE
DunonMit,GARBAGE
Dunonist,GARBAGE
Dunrts,GARBAGE
Duns,GARBAGE
Durs,GARBAGE
DusDil,GARBAGE
DustDev,GARBAGE
DustDevils,DEVIL
DustDvil,GARBAGE
Dwarf,LEPROSY
DwarfDwarves,GARBAGE
DwarnLo,GARBAGE
DwarvGurs,GARBAGE
Dwarvard,LEPROSY
DwarveDwars,GARBAGE
DwarvenGuards,LEPROSY
DwarvenLord,LEPROSY
Dwarves,LEPROSY
Dwf,GARBAGE
Dwrvnuard,LEPROSY
Dwve,GARBAGE
Dwvenards,GARBAGE
DwvnGuas,LEPROSY
EarthGolems,LEPROSY
EatersofFlesh,UNDEAD
Efreet,ELEMENTAL
Efrei,ELEMENTAL
ElectricEels,LEPROSY
ElectricalMenaces,ELEMENTAL
ElementMage,LEPROSY
Elf,LEPROSY
EliteGuard,WORD_OF_DEATH
Elves,LEPROSY
EnormousPike,LEPROSY
Erg,GARBAGE
Ergus,LEPROSY
Estaux,LEPROSY
Estu,GARBAGE
EterDemo,GARBAGE
EtherDons,GARBAGE
EtherealDemons,DEMON
EtlDemons,GARBAGE
EtreDemon,GARBAGE
EvilSirit,UNDEAD
Fag,DEFAULT
FalconWolves,LEPROSY
Fang,DEMON
Fangatu,DEMON
FangatuShaelmeons,GARBAGE
Fantu,GARBAGE
Fatu,GARBAGE
Fcrs,DEFAULT
FeLord,GARBAGE
Fecers,GARBAGE
Feer,GARBAGE
Feezii,GARBAGE
Fencer,LEPROSY
Fencers,LEPROSY
Feords,GARBAGE
FeralSnooks,LEPROSY
Fgu,GARBAGE
FiLords,GARBAGE
Fid,GARBAGE
Fie,GARBAGE
Fien,GARBAGE
Fiend,DEVIL
Fiends,DEVIL
FiendsMinorFiends,GARBAGE
Find,GARBAGE
Finds,GARBAGE
FirCenede,DEFAULT
FireAnts,FIGHT
FireBeetles,LEPROSY
FireCentipedes,LEPROSY
FireLord,WORD_OF_DEATH
FireLrC,GARBAGE
FireLrs,GARBAGE
Firer,GARBAGE
Firrd,GARBAGE
Fis,GARBAGE
FlameDragoon,GARBAGE
FlameMasters,LEPROSY
FlamingDragon,LEPROSY
FlamingFiends,WORD_OF_DEATH
FleshGolem,LEPROSY
Flmasts,GARBAGE
FlmeMast,LEPROSY
FloorSlime,DEATH_DRAIN
Fnd,GARBAGE
Fnds,GARBAGE
Foetche,GARBAGE
FogofDeath,ELEMENTAL
FogsofDeath,ELEMENTAL
Footpads,LEPROSY
ForSlimes,DEFAULT
FoulWres,GARBAGE
FoulWretches,DEMON
Foulehes,DEFAULT
Fouletch,GARBAGE
Foultche,GARBAGE
Frd,GARBAGE
Fre,GARBAGE
Freezi,GARBAGE
FreeziMi,DEFAULT
FreeziMit,GARBAGE
Freezigis,GARBAGE
Freeziist,GARBAGE
FreezingM,GARBAGE
FreezingMists,ELEMENTAL
Freezints,GARBAGE
FregMist,GARBAGE
Frezingst,GARBAGE
FringMist,GARBAGE
Froea,GARBAGE
FrostBears,LEPROSY
FrostGiant,LEPROSY
Gaan,GARBAGE
GaelDemon,DEATH_DRAIN
Gaia,GARBAGE
Garans,GARBAGE
Gargoyles,LEPROSY
Garins,GARBAGE
GeCentaurs,GARBAGE
GeFootpads,DEFAULT
Gee,GARBAGE
GelCubes,FIGHT
GenCentas,GARBAGE
GenCenur,GARBAGE
Genentaur,GARBAGE
Geni,GARBAGE
Genie,ELEMENTAL
Genies,ELEMENTAL
Gens,GARBAGE
Ges,GARBAGE
Gfin,GARBAGE
Ghl,GARBAGE
Gho,GARBAGE
Ghol,GARBAGE
Ghols,GARBAGE
Ghost,UNDEAD
Ghosts,UNDEAD
Ghoul,UNDEAD
GhoulsMincers,GARBAGE
Ghous,GARBAGE
Ghul,DEFAULT
Ghuls,GARBAGE
Giaasp,GARBAGE
GiantAnts,LEPROSY
GiantBadgers,LEPROSY
GiantBeetles,LEPROSY
GiantBoars,LEPROSY
GiantCentipede,LEPROSY
GiantCrocodile,LEPROSY
GiantEari,GARBAGE
GiantEarwigs,LEPROSY
GiantFrogs,LEPROSY
GiantHornets,LEPROSY
GiantKing,LEPROSY
GiantOwl,LEPROSY
GiantRavens,LEPROSY
GiantScorpions,LEPROSY
GiantSerpents,LEPROSY
GiantSilverfish,LEPROSY
GiantSlug,LEPROSY
GiantSnakes,LEPROSY
GiantSpider,LEPROSY
GiantTrlls,GARBAGE
GiantTro,LEPROSY
GiantWasps,LEPROSY
GiantWaspsGiatHorns,GARBAGE
GiantWolverines,LEPROSY
Giantlls,GARBAGE
Giantlssumi,LEPROSY
Giantpers,GARBAGE
GibberingYethwa,LEPROSY
Gie,GARBAGE
Gies,DEFAULT
GintEarw,GARBAGE
Gladiators,LEPROSY
GldeCtaur,GARBAGE
Gldeneur,GARBAGE
GnGremlin,GARBAGE
Gnis,GARBAGE
Gnolls,LEPROSY
Gnomes,LEPROSY
GntTroll,GARBAGE
Gntasps,LEPROSY
GoCentaur,GARBAGE
Goath,GARBAGE
GobGuard,GARBAGE
GoblinGuards,LEPROSY
GoblinLord,LEPROSY
GoblinShaman,LEPROSY
Goblins,LEPROSY
Gogi,GARBAGE
Goguni,LEPROSY
GoldWyvern,LEPROSY
GoldeCe,GARBAGE
Goldeent,GARBAGE
Golden,GARBAGE
GoldenCentaurs,LEPROSY
GoldenCur,GARBAGE
GoldenOozes,DEATH_DRAIN
Goldenntaur,GARBAGE
Goldenta,GARBAGE
Goldentar,GARBAGE
Goldentrs,GARBAGE
Goldenur,GARBAGE
Goldeturs,GARBAGE
Goldnurs,GARBAGE
Goldverns,LEPROSY
GoleCeaur,GARBAGE
Goliaths,LEPROSY
Golntaur,GARBAGE
Goregi,LEPROSY
Gorgon,LEPROSY
Gouls,GARBAGE
GraelMaggots,LEPROSY
GraelMosquitos,LEPROSY
Grdins,GARBAGE
GreGrelmlin,GARBAGE
Greahs,GARBAGE
GreaterDemon,DEMON
GreaterGuardsman,WORD_OF_DEATH
GreaterMutants,LEPROSY
Greatite,DEFAULT
GredlanFootpads,LEPROSY
GreenDragon,LEPROSY
GreenGremlins,FIGHT
GreenOoze,DEATH_DRAIN
GreenSlime,DEATH_DRAIN
GreerMutt,GARBAGE
Greero,GARBAGE
Grey,GARBAGE
GreyMolds,DEATH_DRAIN
GreyMs,DEFAULT
GreyOozes,DEATH_DRAIN
GreyPandruns,LEPROSY
GreyPans,GARBAGE
Greymah,DEVIL
Griffin,WORD_OF_DEATH
Grn,GARBAGE
Grostrum,LEPROSY
Grosums,DEFAULT
Gruks,LEPROSY
GtHornet,GARBAGE
Gua,GARBAGE
Guar,GARBAGE
Guaran,GARBAGE
Guarans,GARBAGE
Guardi,DEVIL
Guardia,GARBAGE
Guardian,DEVIL
GuardianBunny,WORD_OF_DEATH
GuardianChicken,FIGHT
GuardianDemon,DEMON
GuardianMold,LEPROSY
GuardianPixie,LEPROSY
GuardianRati,GARBAGE
GuardianScorpion,LEPROSY
GuardianSerpent,DEFAULT
GuardianSlime,WORD_OF_DEATH
GuardianSpark,GARBAGE
Guardians,DEVIL
Guardianuardian,GARBAGE
Guardsmen,WORD_OF_DEATH
Guaria,GARBAGE
Guarsm,GARBAGE
Gudian,DEVIL
Gudsme,GARBAGE
Guls,GARBAGE
Gum,GARBAGE
Gumon,LEPROSY
Gumons,LEPROSY
Gurdn,GARBAGE
GythyekLizards,LEPROSY
Hak,DEFAULT
Haks,GARBAGE
Hakus,DEVIL
Hakusuardian,GARBAGE
HammerheadSharks,LEPROSY
HandofDeath,UNDEAD
Has,GARBAGE
Hau,GARBAGE
Haus,GARBAGE
HavaLions,GARBAGE
HavannanLions,LEPROSY
HellHou,GARBAGE
HellHoundHellHound,GARBAGE
HellHounds,LEPROSY
Hennart,LEPROSY
Hennarts,ELEMENTAL
Heos,GARBAGE
Her,GARBAGE
Hero,FIGHT
Heroes,LEPROSY
Hiksae,UNDEAD
Hks,GARBAGE
Hku,GARBAGE
Hkus,GARBAGE
HlHods,GARBAGE
Hobgoblins,LEPROSY
Hoes,GARBAGE
HooThief,GARBAGE
HoodedThieves,LEPROSY
HoodedTief,GARBAGE
HordaGiant,LEPROSY
HornedDemon,DEMON
HowgSoul,GARBAGE
HowlingSouls,UNDEAD
Hus,GARBAGE
Hvdra,LEPROSY
Hyd,GARBAGE
Hydr,GARBAGE
Hydra,LEPROSY
Hydras,LEPROSY
Hys,GARBAGE
Jart,GARBAGE
Jarts,GARBAGE
JellyFish,LEPROSY
Jers,GARBAGE
Jest,GARBAGE
Jestors,LEPROSY
Jtor,GARBAGE
Jts,GARBAGE
Juart,GARBAGE
Jubilex,DEATH_DRAIN
JunarsDns,DEFAULT
Junna,GARBAGE
Junnarts,ELEMENTAL
Junnr,DEFAULT
Junnt,GARBAGE
Junts,GARBAGE
Jurts,GARBAGE
KSalli,DEFAULT
Kaelmeons,DEMON
Kalli,DEFAULT
Kaneeshi,LEPROSY
Keenasu,DEVIL
KeepersoftheSlayer,WORD_OF_DEATH
KeiShuma,DEVIL
Ken,GARBAGE
Kenhs,GARBAGE
Kenma,GARBAGE
Kenvmahs,GARBAGE
Kenyah,GARBAGE
Kenym,GARBAGE
Kenymahs,DEVIL
Kenys,GARBAGE
Kght,GARBAGE
Killart,ELEMENTAL
Klk,GARBAGE
Klli,DEFAULT
Klmeon,GARBAGE
Knht,GARBAGE
Knight,LEPROSY
Knights,LEPROSY
Kobolds,LEPROSY
Kraken,LEPROSY
Kriggers,LEPROSY
Ktalli,DEFAULT
Kualli,DEFAULT
Kuk,GARBAGE
Kul,GARBAGE
Kulak,LEPROSY
KulakCrystalSpiders,GARBAGE
KulakGiantSiders,GARBAGE
KulakTarantulas,GARBAGE
KvuHota,LEPROSY
KvutSal,GARBAGE
Kymah,GARBAGE
KyuHetha,LEPROSY
KyuHha,GARBAGE
KyuSardina,LEPROSY
KyuSardinaKyutSalli,GARBAGE
KyuYetro,LEPROSY
Kyula,LEPROSY
Kyulanmo,LEPROSY
KyutS,DEFAULT
KyutSalli,LEPROSY
Lae,DEFAULT
Laians,GARBAGE
Lamuriadiers,GARBAGE
LamurianGuards,LEPROSY
LamurianMage,LEPROSY
LamurianOutcasts,LEPROSY
LamurianRoyalGuard,WORD_OF_DEATH
LamurianScouts,LEPROSY
LamurianSoldier,LEPROSY
LamurianWarriors,LEPROSY
Lamurians,LEPROSY
Lamuriaord,GARBAGE
Lamurn,GARBAGE
Lanator,GARBAGE
LandCrabs,LEPROSY
Lardo,GARBAGE
LargeOrcs,LEPROSY
LargeRats,LEPROSY
Larn,GARBAGE
Laseons,GARBAGE
Lassumeons,DEMON
Lators,DEFAULT
LaughingLooter,LEPROSY
Lauriaages,GARBAGE
LavaGiants,LEPROSY
Lcanatr,GARBAGE
LeadMurderers,LEPROSY
LeeWisp,GARBAGE
Leprechaun,LEPROSY
Leprechaunundragons,GARBAGE
Lerp,GARBAGE
LesWi,GARBAGE
LesrDemn,GARBAGE
Lesser,GARBAGE
LesserAnacondas,LEPROSY
LesserDemons,DEMON
LesserGuardsmen,WORD_OF_DEATH
LesserLich,UNDEAD
LesserRedDragons,LEPROSY
LesserWisps,ELEMENTAL
Lessmons,GARBAGE
Lesssps,GARBAGE
Lich,UNDEAD
LichLords,UNDEAD
Liches,UNDEAD
LifeShifters,WORD_OF_DEATH
LightWarrior,LEPROSY
Lizardos,LEPROSY
LoogFool,GARBAGE
LootingFools,LEPROSY
LordofPolymorphs,WORD_OF_DEATH
LordofWizardrv,LEPROSY
LostSoul,LEPROSY
LrlanMges,GARBAGE
LserWis,ELEMENTAL
Lsersps,GARBAGE
LsofPlyhs,GARBAGE
Lssersp,GARBAGE
Lsumeon,GARBAGE
LunSoldiers,DEFAULT
Lycanators,LEPROSY
Lyctors,GARBAGE
MFiends,GARBAGE
Maat,DEFAULT
Magicians,LEPROSY
MagiofChan,LEPROSY
MagmaGolem,LEPROSY
Maka,DEFAULT
Malcor,GARBAGE
Malencors,LEPROSY
Margovle,DEVIL
Markat,UNDEAD
Markatm,GARBAGE
Marsat,GARBAGE
MasterMild,WORD_OF_DEATH
MasterNinja,WORD_OF_DEATH
MasterNinjaNinja,GARBAGE
MasterSwordsmen,LEPROSY
MasterThogs,WORD_OF_DEATH
MateSwrdan,GARBAGE
Mcer,GARBAGE
MePixie,GARBAGE
Meda,GARBAGE
Medusa,LEPROSY
Mees,GARBAGE
Meeshi,LEPROSY
MenPie,GARBAGE
Mengs,GARBAGE
MenguOgres,LEPROSY
MenguPies,GARBAGE
MenguPixie,LEPROSY
Mengurs,GARBAGE
Mercenaries,LEPROSY
MercenaryBushidos,GARBAGE
Mercenry,GARBAGE
Mercrahdos,GARBAGE
Mernary,GARBAGE
Meu,GARBAGE
MeuOgre,GARBAGE
MguPixies,GARBAGE
Midgies,LEPROSY
MidgiesMidgies,GARBAGE
Milsae,UNDEAD
Mincer,UNDEAD
Mincers,UNDEAD
MindBenders,DEATH_DRAIN
MinorFiend,DEVIL
MinorFiends,DEVIL
Minorie,GARBAGE
Minotaur,LEPROSY
Mirieds,GARBAGE
MississaugaRattlers,WORD_OF_DEATH
MmaGolems,GARBAGE
Mndrags,GARBAGE
MnksoCh,GARBAGE
MokofCn,GARBAGE
Mongo,GARBAGE
MonkofChan,LEPROSY
MonksofChanMagiofCh,GARBAGE
Monksofi,GARBAGE
MorFien,GARBAGE
MordunPandruns,LEPROSY
MoreyBilks,LEPROSY
Morgoth,LEPROSY
Morgul,LEPROSY
MorkalSorcerers,LEPROSY
Morlochs,LEPROSY
Morloerers,GARBAGE
Mostrums,LEPROSY
MothersofSerpents,WORD_OF_DEATH
Msa,GARBAGE
Mtrum,GARBAGE
Mummies,UNDEAD
Mummy,UNDEAD
Mundago,GARBAGE
Mundragons,WORD_OF_DEATH
Mundro,GARBAGE
Munsae,UNDEAD
Munt,GARBAGE
Murgooks,DEATH_DRAIN
Musa,GARBAGE
Mutants,LEPROSY
Mutn,GARBAGE
Mythical,FIGHT
NaLa,GARBAGE
NaLanea,LEPROSY
Nabu,GARBAGE
Nabutu,LEPROSY
NabutuelHound,GARBAGE
Nakovant,FIGHT
Namanas,LEPROSY
NanShuma,DEVIL
Nastrum,LEPROSY
Natu,GARBAGE
Naut,GARBAGE
NightDragon,LEPROSY
Nija,GARBAGE
Nina,GARBAGE
Ninia,LEPROSY
Ninj,GARBAGE
NinjaWarlordsSquire,GARBAGE
Ninjainja,GARBAGE
Ninjas,WORD_OF_DEATH
Nja,GARBAGE
Norns,LEPROSY
Nutu,LEPROSY
ObsidianGolems,FIGHT
Oclagooks,LEPROSY
OeLord,GARBAGE
OenedChestCorrosioni,GARBAGE
OenedChestTeleorteri,GARBAGE
Oes,GARBAGE
Oge,GARBAGE
Oges,GARBAGE
Ogr,GARBAGE
Ogre,FIGHT
OgreLords,LEPROSY
Ogreord,GARBAGE
Ogres,LEPROSY
OrangeGremlins,FIGHT
Orc,LEPROSY
Orcs,LEPROSY
Ore,GARBAGE
Orp,LEPROSY
Orprs,GARBAGE
Orps,LEPROSY
OrpsOrps,GARBAGE
OutcastGoblins,LEPROSY
Outcasts,LEPROSY
Outlaw,LEPROSY
Outlaws,LEPROSY
Pandrun,LEPROSY
Parh,GARBAGE
Pariah,LEPROSY
PeganLizards,LEPROSY
Perch,LEPROSY
Pere,GARBAGE
PhantasmicForm,UNDEAD
PhaseBeast,LEPROSY
PhaseBsts,GARBAGE
Phoenix,WORD_OF_DEATH
PiFiends,GARBAGE
Pickpockets,LEPROSY
Pies,GARBAGE
Piie,GARBAGE
Pilere,GARBAGE
Pilfer,GARBAGE
Pilferers,LEPROSY
Pinds,GARBAGE
Piraa,GARBAGE
Piranhas,LEPROSY
PiranhasPiranhas,GARBAGE
Pirers,GARBAGE
Pirnh,GARBAGE
PitFe,GARBAGE
PitFi,GARBAGE
PitFiend,DEMON
PitFiendDarkDemons,GARBAGE
PitFnds,GARBAGE
PitVer,DEFAULT
PitVipers,LEPROSY
Pitds,GARBAGE
Pitin,DEFAULT
Pixi,GARBAGE
Pixies,LEPROSY
PlagueFleas,DEATH_DRAIN
Pogs,LEPROSY
PoisonFog,DEATH_DRAIN
PoisonoTho,GARBAGE
PoisonousThorns,LEPROSY
Poltergeist,UNDEAD
Polvmorh,LEPROSY
Polymorphs,LEPROSY
Prohetsoflnsanitv,LEPROSY
Prophetoflnsty,GARBAGE
ProtectorofJustice,LEPROSY
PseudoDragon,LEPROSY
Puemlins,GARBAGE
PuffAdd,GARBAGE
PuffAdders,LEPROSY
PurplGrli,GARBAGE
PurpleGre,GARBAGE
PurpleGremlins,FIGHT
PurpleOozes,DEATH_DRAIN
Purpremns,GARBAGE
Purrelin,GARBAGE
QueenAnts,LEPROSY
QueenKk,GARBAGE
QueenKulak,WORD_OF_DEATH
Quesmi,LEPROSY
Quessumi,LEPROSY
Quessus,LEPROSY
RDragon,GARBAGE
RabidSnooks,LEPROSY
RabidWolves,FIGHT
RagingRogues,WORD_OF_DEATH
Rane,GARBAGE
Ransae,UNDEAD
Rase,DEFAULT
Rashart,LEPROSY
Rasrts,GARBAGE
Rattlesnakes,LEPROSY
RavenousBats,LEPROSY
RazorBoar,LEPROSY
Rber,GARBAGE
ReDragon,GARBAGE
ReaperofDeath,UNDEAD
RedDrag,GARBAGE
RedDragons,LEPROSY
RedDrao,GARBAGE
RedDrns,GARBAGE
RedDron,GARBAGE
RedGremlins,FIGHT
Redagos,GARBAGE
Redeins,GARBAGE
Redgons,GARBAGE
Reptiles,DEFAULT
RevenantofSouls,UNDEAD
Robb,GARBAGE
Robbers,LEPROSY
RockElf,LEPROSY
RockElves,LEPROSY
RockSna,DEFAULT
RockSnakes,LEPROSY
Rockake,GARBAGE
Rocknaesi,DEFAULT
Ror,GARBAGE
RotGrub,LEPROSY
RottingTrouet,LEPROSY
Rowdies,LEPROSY
Rowdy,LEPROSY
Ruffi,GARBAGE
Ruffians,LEPROSY
Rufns,GARBAGE
RustMonsters,DEVIL
SadoWol,GARBAGE
Salli,DEFAULT
Samps,GARBAGE
SaoWlf,GARBAGE
Sapelerms,GARBAGE
Sat,GARBAGE
Satr,GARBAGE
Satvri,GARBAGE
Saty,GARBAGE
Satyr,LEPROSY
Scae,DEFAULT
Scams,LEPROSY
Scap,GARBAGE
Scavengers,LEPROSY
Scavies,LEPROSY
Scoundrels,LEPROSY
Scps,GARBAGE
ScreamingDevils,LEPROSY
Scyllamas,LEPROSY
SdwWolves,GARBAGE
SeTykes,DEFAULT
SeaSnakes,WORD_OF_DEATH
SellBiderWarlocks,GARBAGE
Sellders,GARBAGE
Senels,GARBAGE
SeniorSorcerers,DEATH_DRAIN
Seniorrcer,GARBAGE
Sentinel,LEPROSY
ShadWolf,GARBAGE
Shadagons,GARBAGE
Shadags,GARBAGE
Shadoragni,GARBAGE
ShadowDevils,DEVIL
ShadowDon,GARBAGE
ShadowDragons,LEPROSY
ShadowGoblin,LEPROSY
ShadowNinja,WORD_OF_DEATH
ShadowSerpent,LEPROSY
ShadowStings,WORD_OF_DEATH
ShadowWlf,GARBAGE
ShadowWolves,LEPROSY
Shadowil,GARBAGE
Shadowols,GARBAGE
ShadwWo,GARBAGE
ShadwWol,GARBAGE
Shadwes,DEFAULT
Shaelmeon,DEMON
Shaelmns,GARBAGE
ShaelsFrs,GARBAGE
ShalsForm,GARBAGE
Shangooks,DEATH_DRAIN
Shaowro,GARBAGE
ShapForms,GARBAGE
ShapeShifter,DEVIL
ShapelFm,GARBAGE
ShapelessForms,LEPROSY
Shapesms,GARBAGE
ShapessF,GARBAGE
ShapessForm,GARBAGE
Sharagon,GARBAGE
